,house_name,zone,meters,direction,decora,Elevator,floor,year,floorh,totalPrice,unitPrice
10395,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10396,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10397,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10398,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10399,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10400,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10401,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10402,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10403,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10404,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10405,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10406,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10407,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10408,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10409,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10410,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10411,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10412,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10413,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10414,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10415,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10416,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10417,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10418,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10419,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10420,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10421,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10422,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10423,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10424,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10425,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10426,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10427,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10428,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10429,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10430,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10431,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10432,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10433,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10434,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10435,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10436,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10437,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10438,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10439,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10440,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10441,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10442,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10443,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10444,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10445,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10446,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10447,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10448,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10449,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10450,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10451,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10452,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10453,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10454,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10455,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10456,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10457,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10458,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10459,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10460,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10461,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10462,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10463,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10464,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10465,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10466,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10467,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10468,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10469,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10470,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10471,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10472,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10473,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10474,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10475,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10476,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10477,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10478,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10479,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10480,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10481,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10482,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10483,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10484,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10485,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10486,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10487,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10488,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10489,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10490,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10491,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10492,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10493,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10494,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10495,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10496,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10497,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10498,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10499,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10500,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10501,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10502,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10503,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10504,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10505,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10506,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10507,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10508,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10509,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10510,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10511,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10512,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10513,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10514,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10515,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10516,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10517,凯润金城 ,1室0厅,48.41平米,北,精装,有电梯,14,2011,中楼层,190,39249
10518,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10519,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10520,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10521,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10522,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10523,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10524,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10525,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10526,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10527,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10528,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10529,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10530,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10531,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10532,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10533,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10534,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10535,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10536,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10537,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10538,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10539,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10540,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10541,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10542,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10543,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10544,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10545,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10546,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10547,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10548,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10549,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10550,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10551,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10552,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10553,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10554,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10555,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10556,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10557,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10558,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10559,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10560,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10561,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10562,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10563,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10564,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10565,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10566,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10567,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10568,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10569,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10570,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10571,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10572,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10573,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10574,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10575,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10576,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10577,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10578,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10579,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10580,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10581,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10582,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10583,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10584,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10585,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10586,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10587,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10588,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10589,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10590,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10591,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10592,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10593,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
